Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2024-03-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-03-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-02-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-02-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-02-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-02-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-01-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-01-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2024-01-16,10.07,89.93,0.00,0.00,0.00,0.00,90
2024-01-09,0.00,100.00,89.93,0.00,0.00,0.00,190
2024-01-02,0.00,100.00,100.00,0.00,0.00,0.00,200
2023-12-26,0.00,100.00,100.00,8.68,0.00,0.00,209
2023-12-19,0.00,100.00,100.00,8.68,0.00,0.00,209
2023-12-12,0.00,100.00,100.00,8.68,0.00,0.00,209
2023-12-05,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-11-28,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-11-21,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-11-14,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-11-07,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-10-31,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-10-24,0.00,100.00,100.00,94.17,0.00,0.00,294
2023-10-17,0.00,100.00,100.00,94.17,0.00,0.00,294
2023-10-10,0.00,100.00,100.00,94.17,0.00,0.00,294
2023-10-03,0.00,100.00,100.00,94.17,0.00,0.00,294
2023-09-26,0.00,100.00,100.00,94.17,0.00,0.00,294
2023-09-19,0.00,100.00,100.00,95.81,0.00,0.00,296
2023-09-12,0.00,100.00,100.00,95.81,0.00,0.00,296
2023-09-05,0.00,100.00,100.00,100.00,0.00,0.00,300
2023-08-29,0.00,100.00,100.00,87.57,0.00,0.00,288
2023-08-22,0.00,100.00,100.00,0.00,0.00,0.00,200
2023-08-15,0.00,100.00,100.00,0.00,0.00,0.00,200
2023-08-08,0.00,100.00,10.46,0.00,0.00,0.00,110
2023-08-01,0.00,100.00,10.46,0.00,0.00,0.00,110
2023-07-25,0.00,100.00,24.23,0.00,0.00,0.00,124
2023-07-18,0.00,100.00,24.23,0.00,0.00,0.00,124
2023-07-11,0.00,100.00,1.10,0.00,0.00,0.00,101
2023-07-04,0.00,100.00,1.10,0.00,0.00,0.00,101
2023-06-27,0.00,100.00,1.10,0.00,0.00,0.00,101
2023-06-20,0.00,100.00,85.21,0.00,0.00,0.00,185
2023-06-13,0.00,100.00,85.21,0.00,0.00,0.00,185
2023-06-06,0.00,100.00,65.95,0.00,0.00,0.00,166
2023-05-30,0.00,100.00,0.00,0.00,0.00,0.00,100
2023-05-23,0.00,100.00,0.00,0.00,0.00,0.00,100
2023-05-16,0.00,100.00,0.00,0.00,0.00,0.00,100
2023-05-09,0.00,100.00,82.87,0.00,0.00,0.00,183
2023-05-02,0.00,100.00,82.87,0.00,0.00,0.00,183
2023-04-25,0.00,100.00,100.00,0.00,0.00,0.00,200
2023-04-18,0.00,100.00,100.00,0.00,0.00,0.00,200
2023-04-11,0.00,100.00,0.00,0.00,0.00,0.00,100
2023-04-04,0.00,100.00,0.00,0.00,0.00,0.00,100
2023-03-28,81.01,18.99,0.00,0.00,0.00,0.00,19
