Biomass,Power,Water Availability,Log_Bio,Log_Water,Log_Power,FIPS,Income,DSCI,PQ1,PQ2,PQ3,PQ4,TQ1,TQ2,TQ3,TQ4,Forest,Agriculture,Watershed
0.102660043,0.502147574,0.209258489,0.4771072,0.761673325,0.816115777,51069,0.112919933,0.195996777,0.277931034,0.362438168,0.319406183,0.384281046,0.666771324,0.70296457,0.703304598,0.594022989,0.572242503,0.125255674,1
0.099569534,0.49445479,0.165302975,0.47071258,0.725900546,0,51071,0.127048328,0.14911139,0.297832512,0.402265837,0.345087236,0.446078431,0.55855573,0.582646421,0.561350575,0.483103448,0.81192793,0.030134817,0
0.156452825,0.520896512,0.042837354,0.567829676,0.523177935,0.870360775,51073,0.103257237,0.174112746,0.261871921,0.316100207,0.317447199,0.384215686,0.679748823,0.725813449,0.732471264,0.61954023,0.4653355,0.117256385,1
0.036529341,0.500850727,0.128016539,0.280500251,0.687202723,0.808004472,51075,0.214033319,0.150504302,0.274975369,0.413626935,0.321732476,0.42375817,0.596860282,0.63340564,0.610632184,0.52,0.653730528,0.117945266,1
0.275239334,0.506254918,0.127833455,0.695301153,0.686986346,0.834912448,51077,0.343726611,0.108167764,0.29635468,0.364065741,0.443771044,0.378202614,0.750915751,0.835864064,0.872844828,0.761034483,0.665733924,0.06799286,0
0,0.49445479,0.023722526,0,0.436789211,0,51079,0.085510961,0.189159803,0.292479475,0.313355673,0.348699112,0.378562092,0.712611198,0.769486623,0.78204023,0.659195402,0.668775808,0.096645132,1
1,0.659539019,0.016596042,1,0.385891628,0.950828577,51081,0.18227088,0.170831389,0.257011494,0.335918302,0.321885522,0.38748366,0.670957614,0.733477947,0.734626437,0.610574713,0.516607519,0.154258528,0
0.420004038,0.735489872,0.293669141,0.793617394,0.813185573,0.967457448,51083,0.180619565,0.117508165,0.309261084,0.382447742,0.486501377,0.370359477,0.751020408,0.832104122,0.847557471,0.737011494,0.636051166,0.106835862,0
0.485121798,0.532257108,0.059144396,0.827556143,0.571115206,0.8860644,51085,0.10901039,0.120935017,0.291921182,0.348811233,0.306121824,0.323071895,0.410151753,0.300072306,0.257614943,0.310114943,0.544642736,0.175271176,1
0.209570312,0.510192834,0.110380007,0.633109702,0.664811411,0.847564482,51087,0.210936567,0.119591747,0.283743842,0.38062869,0.426752372,0.380980392,0.731763475,0.823427332,0.849568966,0.715172414,0.318828219,0.087510917,1
0.153572484,0.503060903,0.097321447,0.563737749,0.645825311,0.821044861,51089,0.139132237,0.129904131,0.154876847,0.412222754,0.301499847,0.318660131,0.429618001,0.420535069,0.427729885,0.387701149,0.727755231,0.038714205,0
0.119487299,0.49445479,0.076031538,0.509261297,0.608705077,0,51091,0.086542496,0.131841586,0.449064039,0.372171693,0.348178757,0.411993464,0.588801674,0.561966739,0.517097701,0.492413793,0.794607485,0.027244681,1
0.033459503,0.494489057,0.068230915,0.266063465,0.592479847,0.578256372,51095,0.133077415,0.177255933,0.293530378,0.385766715,0.355096419,0.42496732,0.656305599,0.687924801,0.666091954,0.575862069,0.4430049,0.064085245,1
0.132331691,0.532403057,0.038034242,0.531239528,0.505624116,0.886233701,51097,0.15174371,0.126718896,0.264597701,0.372746131,0.309856137,0.374640523,0.487284144,0.502819957,0.474712644,0.41862069,0.598296859,0.172557503,1
0.0732089,0.538957487,0.160332143,0.408061445,0.72127334,0.893233712,51099,0.304252315,0.125693744,0.179671593,0.346322004,0.320048975,0.340196078,0.629408687,0.725958062,0.781178161,0.618735632,0.546012091,0.148928049,1
0.177207819,0.724925885,0.015200015,0.595448014,0.373578307,0.965488405,51101,0.117432813,0.17628594,0.280492611,0.378203287,0.338934803,0.405359477,0.646886447,0.676500362,0.661206897,0.569195402,0.499783049,0.201048625,1
0.034145135,0.494605035,0.014031672,0.269362633,0.362451689,0.643196949,51103,0.255880934,0.126846034,0.236978654,0.39690442,0.314722987,0.369477124,0.531344846,0.556471439,0.525718391,0.459195402,0.505534713,0.195414182,1
0.135373965,0.49445479,0.110643841,0.536167894,0.665171719,0,51105,0.505975116,0.119144594,0.276650246,0.376671454,0.410192837,0.395849673,0.693354265,0.787563268,0.810775862,0.669310345,0.657396751,0.109020924,0
0.261578386,0.49445479,1,0.683603345,1,0,51107,0.176527735,0.129552919,0.262200328,0.42237115,0.304162841,0.345718954,0.243118786,0.193781634,0.158764368,0.189310345,0.359856246,0.153794775,1
0.49635375,0.58108922,0.03321916,0.832961499,0.485737606,0.922501009,51109,0.445955886,0.129697238,0.164039409,0.380373384,0.284970921,0.336633987,0.497121926,0.563557484,0.605172414,0.477241379,0.660843195,0.114897156,1
0.134454048,0.49445479,0.021513168,0.534688121,0.42274157,0,51111,0.111345822,0.129113451,0.289162562,0.354587522,0.33415978,0.339901961,0.456410256,0.35010846,0.310488506,0.353448276,0.700998593,0.102223168,0
0.145479277,0.49445479,0.038482748,0.551859271,0.507351269,0,51113,0.086586817,0.114938818,0.370935961,0.393649274,0.363973064,0.342222222,0.51711146,0.478235719,0.429454023,0.426206897,0.615654752,0.174280408,1
0.00627749,0.49445479,0,0.076885777,0,0,51115,0.131867166,0.118456547,0.362594417,0.415860858,0.354178145,0.358071895,0.411093668,0.293564714,0.254597701,0.315172414,0.224077007,0.094583716,1
0.270911931,1,0.498570225,0.691655867,0.893804146,1,51117,0.149582703,0.123421353,0.168965517,0.407116643,0.285521886,0.295588235,0.428466771,0.415039769,0.400143678,0.381149425,0.590437331,0.114751905,0
0.042606998,0.546686515,0.00807844,0.306787844,0.288214952,0.9002695,51119,0.288691351,0.145223098,0.257405583,0.366778363,0.358004285,0.384934641,0.685190999,0.761966739,0.770689655,0.640689655,0.492954872,0.213187439,1
0.294650628,0.49445479,0.086905256,0.711014992,0.628785345,0,51121,0.07032458,0.174464953,0.32453202,0.333109941,0.402387511,0.379019608,0.738356881,0.798843095,0.806896552,0.689655173,0.642345045,0.070936219,0
0.126901766,0.49445479,0.143461636,0.52218834,0.704434933,0,51125,0.222235566,0.142202618,0.1663711,0.394127972,0.299908173,0.334084967,0.53762428,0.604049168,0.641666667,0.504252874,0.793161131,0.05907651,1
0.055992315,0.516838591,0.070331542,0.356303101,0.59702127,0.863040932,51127,0.31963814,0.117606277,0.300328407,0.351587682,0.396786042,0.390490196,0.705285191,0.785827911,0.849425287,0.729655173,0.549175275,0.095712305,1
0.100844326,0.519490276,0.007939277,0.473370582,0.285964491,0.867959768,51131,0.099350554,0.117188602,0.439573071,0.415892772,0.389929599,0.397124183,0.467713239,0.404627621,0.346264368,0.386091954,0.098323023,0.449593577,1
0.14106574,0.49445479,0.110251211,0.545129594,0.66463521,0,51133,0.163194258,0.139113777,0.374745484,0.357938408,0.334863789,0.373529412,0.546624804,0.473752711,0.439942529,0.443678161,0.41461939,0.257666072,1
0.140693639,0.49445479,0.016702276,0.544553657,0.386789268,0,51135,0.084801824,0.164254569,0.331789819,0.475347056,0.453627181,0.458039216,0.592883307,0.55835141,0.518678161,0.504597701,0.66520823,0.132205432,1
0.106363831,0.49445479,0.031711921,0.484556617,0.478940824,0,51137,0.249772497,0.12078699,0.271494253,0.370320728,0.388827671,0.401633987,0.669701727,0.76109906,0.819971264,0.68091954,0.545072064,0.191351651,1
0.032980595,0.499853709,0.034373856,0.263732306,0.490747601,0.80055904,51139,0.180434417,0.130073859,0.221215107,0.367288974,0.352464034,0.404215686,0.638932496,0.73318872,0.769971264,0.626206897,0.674942876,0.123125773,1
0.342827434,0.510600807,0.123014989,0.746137488,0.681178713,0.84868889,51141,0.692154823,0.157300766,0.239408867,0.356821446,0.337006428,0.39245098,0.626164312,0.70021692,0.699281609,0.567241379,0.786131747,0.062473533,0
0.694463337,0.554983572,0.225768338,0.912702663,0.773207414,0.906746813,51143,0.124176755,0.201307461,0.283087028,0.365023137,0.343801653,0.368137255,0.704029304,0.743167028,0.75316092,0.63954023,0.599538906,0.132665329,0
0.04585255,0.541273757,0.084436625,0.319747114,0.624452427,0.895462921,51145,0.25360841,0.094211961,0.133793103,0.382256263,0.2815427,0.278594771,0.399162742,0.441503977,0.485057471,0.378390805,0.713796904,0.100882638,1
0.12684664,0.49445479,0.02018369,0.522094709,0.413621238,0,51147,0.250713961,0.14662442,0.181970443,0.385926281,0.303213958,0.333039216,0.556985871,0.61691974,0.645402299,0.512873563,0.674638856,0.13426087,1
0.251335259,0.5277445,0.371911986,0.674449481,0.8491426,0.880479271,51153,0.31271334,0.132170011,0.157142857,0.336907611,0.279461279,0.323562092,0.55133438,0.656109906,0.718965517,0.545747127,0.465111499,0.08089589,1
0.008989007,0.661765435,0.098290105,0.103835694,0.647317532,0.95141715,51155,0.26975913,0.142259767,0.18955665,0.368374023,0.304407713,0.344575163,0.574986918,0.647433116,0.672701149,0.527816092,0.570031797,0.082398798,0
0.005196328,0.49445479,0.031701183,0.06525239,0.4788913,0,51157,0.55107818,0.105398034,0.180295566,0.373352481,0.270094888,0.328300654,0.459759288,0.550976139,0.608477012,0.451609196,0.688090059,0.085489096,1
0.394680465,0.49445479,0.024025551,0.779031506,0.43861907,0,51159,0.115022321,0.133900301,0.214975369,0.363810436,0.344199571,0.409738562,0.628362114,0.719305857,0.77112069,0.631149425,0.523395881,0.236951121,1
0.062090645,0.500350571,0.042137106,0.375914582,0.520740878,0.80442701,51161,0.139454637,0.16102593,0.250114943,0.361576512,0.288215488,0.398431373,0.618838305,0.648156182,0.643534483,0.541954023,0.703510374,0.037934661,0
0.331113128,0.49445479,0.10476902,0.738050443,0.656940504,0,51163,0.118812483,0.110196549,0.368932676,0.418860699,0.38781757,0.350196078,0.519623234,0.488937093,0.447844828,0.429770115,0.696855282,0.084622681,1
0.244044826,0.499932126,0.080305101,0.667718871,0.61691428,0.80119259,51165,0.340953688,0.133256833,0.247323481,0.376384235,0.347474747,0.400065359,0.641025641,0.726102675,0.734913793,0.596896552,0.587453157,0.186934901,1
0.027760838,0.49445479,0.103049423,0.236768103,0.654444886,0,51167,0.393361141,0.101827136,0.152775041,0.385543322,0.277257423,0.301993464,0.427106227,0.489226319,0.53908046,0.412758621,0.613219849,0.075348373,0
0.054572817,0.49445479,0.122520576,0.351503115,0.680570131,0,51169,0.097282479,0.125174069,0.383415435,0.380788256,0.365105601,0.371111111,0.511145997,0.437020969,0.393390805,0.413218391,0.734128011,0.062879856,0
0.123060163,0.504108002,0.034841221,0.515575973,0.492729639,0.826089406,51171,0.324908767,0.109765581,0.242692939,0.419945748,0.291031527,0.323986928,0.384824699,0.37208966,0.339798851,0.319885057,0.617861094,0.13934903,1
0.073715371,0.49445479,0.111099287,0.409429749,0.665791714,0,51173,0.215751116,0.144645279,0.185944171,0.424509335,0.324670952,0.358006536,0.486865515,0.507158351,0.527298851,0.446666667,0.680977518,0.075453234,1
0.616149756,0.828687937,0.137756973,0.884209086,0.698294079,0.981819689,51175,0.080736444,0.181835437,0.278784893,0.336205521,0.340036731,0.377647059,0.683621141,0.707013738,0.713218391,0.619655172,0.363974588,0.264080016,0
0.212922671,0.892710899,0.029956699,0.636698691,0.470625122,0.989519611,51177,0.070652698,0.176921178,0.258522167,0.334450295,0.325130089,0.395653595,0.654631083,0.687201735,0.683189655,0.582758621,0.611570466,0.099218076,1
0.137434305,0.498417161,0.289298258,0.539449984,0.810904118,0.78696742,51179,0.246923085,0.129260573,0.314975369,0.297941599,0.358616468,0.366928105,0.70455259,0.7505423,0.835488506,0.762758621,0.621122146,0.069092922,1
0.227214124,0.815780422,0.056176631,0.651433705,0.563436587,0.980089358,51181,0.137399429,0.16981347,0.248834154,0.345843306,0.294367922,0.409738562,0.613814757,0.651193059,0.637068966,0.540229885,0.493672673,0.198127124,1
0.250270635,0.519785493,0.027151236,0.673478094,0.4563165,0.868474818,51183,0.194327625,0.124732883,0.255270936,0.373001436,0.391153964,0.406078431,0.660177917,0.754736081,0.78362069,0.64091954,0.520844047,0.153826315,0
0.096764991,0.49445479,0.146688903,0.464761154,0.707802759,0,51185,0.116529236,0.144940518,0.234318555,0.346290091,0.323538414,0.330326797,0.489481947,0.442805495,0.40704023,0.404942529,0.689146976,0.054599631,0
0.115573343,0.531466347,0.23881928,0.502151145,0.781746669,0.885135602,51193,0.258949092,0.131811655,0.228013136,0.338630924,0.349739822,0.407189542,0.622396651,0.71395517,0.78204023,0.64862069,0.437404071,0.2662529,1
0.056099122,0.567249385,0.086864178,0.356660478,0.628714241,0.914853848,51195,0.155507422,0.156524192,0.268669951,0.338216052,0.365901439,0.380424837,0.704343276,0.766015908,0.77658046,0.659425287,0.753339998,0.01124744,0
0.033948748,0.49445479,0.132176902,0.268422189,0.692038858,0,51197,0.146350844,0.138239906,0.242364532,0.352576991,0.328374656,0.316045752,0.490214547,0.425307303,0.388793104,0.394942529,0.538870834,0.123597991,0
0.020742591,0.49445479,0.045057515,0.195073391,0.530657485,0,51199,0.181789068,0.134066412,0.197701149,0.352066379,0.339516376,0.402418301,0.615803244,0.712219812,0.778448276,0.631034483,0.426107355,0.028702659,1
