Year,FIPS,Income
2020,51019,50096.0
2020,51021,39111.0
2020,51023,55106.0
2020,51025,36672.0
2020,51027,39621.0
2020,51029,33515.0
2020,51033,47241.0
2020,51036,54205.0
2020,51037,39367.0
2020,51041,58219.0
2020,51043,69063.0
2020,51045,42970.0
2020,51047,51440.0
2020,51049,40805.0
2020,51051,37129.0
2020,51057,47869.0
2020,51061,74288.0
2020,51063,43639.0
2020,51065,48349.0
2020,51067,47157.0
2020,51071,42845.0
2020,51073,52246.0
2020,51075,99944.0
2020,51077,35067.0
2020,51079,46174.0
2020,51083,39536.0
2020,51085,65092.0
2020,51087,69268.0
2020,51091,44320.0
2020,51093,57943.0
2020,51097,51156.0
2020,51099,58946.0
2020,51101,49700.0
2020,51103,64049.0
2020,51105,34875.0
2020,51107,85393.0
2020,51109,46650.0
2020,51111,36381.0
2020,51113,51376.0
2020,51115,61846.0
2020,51117,41327.0
2020,51119,55313.0
2020,51125,57271.0
2020,51127,88570.0
2020,51131,59493.0
2020,51133,59113.0
2020,51135,37003.0
2020,51137,55580.0
2020,51139,41945.0
2020,51141,36305.0
2020,51145,60942.0
2020,51147,35765.0
2020,51155,42545.0
2020,51157,70931.0
2020,51159,41905.0
2020,51167,37054.0
2020,51169,35773.0
2020,51171,49287.0
2020,51173,40203.0
2020,51179,59185.0
2020,51181,46414.0
2020,51183,34627.0
2020,51185,40281.0
2020,51187,50951.0
2020,51193,48096.0
2020,51197,39530.0
2020,51510,91012.0
2020,51550,53172.0
2020,51650,45149.0
2020,51700,43197.0
2020,51710,41955.0
2020,51740,43042.0
2020,51760,62602.0
2020,51770,45563.0
2020,51800,54783.0
2020,51810,59597.0
2020,51901,75998.0
2020,51903,41854.0
2020,51907,47467.0
2020,51911,41668.0
2020,51913,40288.0
2020,51918,43022.0
2020,51919,88291.0
2020,51921,55344.0
2020,51923,35051.0
2020,51929,41842.0
2020,51931,67364.0
2020,51933,40112.0
2020,51939,40604.0
2020,51941,37703.0
2020,51942,58552.0
2020,51944,53180.0
2020,51945,43625.0
2020,51947,43349.0
2020,51949,45518.0
2020,51951,56272.0
2020,51953,42738.0
2020,51955,37115.0
2020,51958,61149.0
2021,51001,56453.0
2021,51007,50324.0
2021,51009,44049.0
2021,51011,45438.0
2021,51013,108980.0
2021,51017,69468.0
2021,51019,53650.0
2021,51021,42162.0
2021,51023,57273.0
2021,51025,40267.0
2021,51027,43165.0
2021,51029,37026.0
2021,51033,50548.0
2021,51036,56703.0
2021,51037,44074.0
2021,51041,62033.0
2021,51043,75346.0
2021,51045,46315.0
2021,51047,54266.0
2021,51049,45265.0
2021,51051,40480.0
2021,51057,51462.0
2021,51061,79392.0
2021,51063,47556.0
2021,51065,52434.0
2021,51067,50783.0
2021,51071,48074.0
2021,51073,56313.0
2021,51075,110612.0
2021,51077,37923.0
2021,51079,50185.0
2021,51083,43237.0
2021,51085,69263.0
2021,51087,74225.0
2021,51091,48161.0
2021,51093,62139.0
2021,51097,54839.0
2021,51099,62938.0
2021,51101,53554.0
2021,51103,69654.0
2021,51105,37809.0
2021,51107,92163.0
2021,51109,50390.0
2021,51111,39493.0
2021,51113,55251.0
2021,51115,65601.0
2021,51117,46240.0
2021,51119,58916.0
2021,51125,62809.0
2021,51127,96350.0
2021,51131,66944.0
2021,51133,62129.0
2021,51135,42482.0
2021,51137,59065.0
2021,51139,46386.0
2021,51141,39098.0
2021,51145,64880.0
2021,51147,38914.0
2021,51155,46473.0
2021,51157,76658.0
2021,51159,43849.0
2021,51167,39578.0
2021,51169,38845.0
2021,51171,54485.0
2021,51173,43209.0
2021,51179,62717.0
2021,51181,51886.0
2021,51183,38068.0
2021,51185,42923.0
2021,51187,54916.0
2021,51193,50698.0
2021,51197,43121.0
2021,51510,103831.0
2021,51550,57176.0
2021,51650,48577.0
2021,51700,46919.0
2021,51710,46919.0
2021,51740,45825.0
2021,51760,68799.0
2021,51770,49714.0
2021,51800,59366.0
2021,51810,64454.0
2021,51901,88287.0
2021,51903,44968.0
2021,51907,51192.0
2021,51911,44800.0
2021,51913,43267.0
2021,51918,46035.0
2021,51919,97278.0
2021,51921,60095.0
2021,51923,39039.0
2021,51929,45512.0
2021,51931,73332.0
2021,51933,43739.0
2021,51939,43930.0
2021,51941,39464.0
2021,51942,62083.0
2021,51944,57071.0
2021,51945,46574.0
2021,51947,48056.0
2021,51949,49029.0
2021,51951,60595.0
2021,51953,45963.0
2021,51955,40444.0
2021,51958,65791.0
2022,51001,54153.0
2022,51007,52977.0
2022,51009,44723.0
2022,51011,45951.0
2022,51013,112313.0
2022,51017,74728.0
2022,51019,54837.0
2022,51021,42629.0
2022,51023,59504.0
2022,51025,41082.0
2022,51027,45289.0
2022,51029,37877.0
2022,51033,51500.0
2022,51036,57151.0
2022,51037,45263.0
2022,51041,64035.0
2022,51043,77961.0
2022,51045,47392.0
2022,51047,55962.0
2022,51049,46446.0
2022,51051,41038.0
2022,51057,51690.0
2022,51061,82872.0
2022,51063,48912.0
2022,51065,53333.0
2022,51067,52577.0
2022,51071,49522.0
2022,51073,57498.0
2022,51075,116296.0
2022,51077,38942.0
2022,51079,51629.0
2022,51083,44509.0
2022,51085,72302.0
2022,51087,76976.0
2022,51091,50481.0
2022,51093,63847.0
2022,51097,55304.0
2022,51099,64018.0
2022,51101,54612.0
2022,51103,72524.0
2022,51105,38552.0
2022,51107,96862.0
2022,51109,50730.0
2022,51111,38986.0
2022,51113,56535.0
2022,51115,67870.0
2022,51117,45526.0
2022,51119,60298.0
2022,51125,64673.0
2022,51127,102849.0
2022,51131,64220.0
2022,51133,61421.0
2022,51135,44913.0
2022,51137,58942.0
2022,51139,49085.0
2022,51141,40272.0
2022,51145,67908.0
2022,51147,39525.0
2022,51155,48108.0
2022,51157,79425.0
2022,51159,42685.0
2022,51167,40218.0
2022,51169,39605.0
2022,51171,56745.0
2022,51173,44461.0
2022,51179,65233.0
2022,51181,52428.0
2022,51183,37755.0
2022,51185,43986.0
2022,51187,56144.0
2022,51193,50626.0
2022,51197,44566.0
2022,51510,105239.0
2022,51550,58478.0
2022,51650,48525.0
2022,51700,46873.0
2022,51710,47898.0
2022,51740,46025.0
2022,51760,71174.0
2022,51770,50807.0
2022,51800,60770.0
2022,51810,65986.0
2022,51901,91201.0
2022,51903,46250.0
2022,51907,52910.0
2022,51911,45413.0
2022,51913,44770.0
2022,51918,45870.0
2022,51919,101400.0
2022,51921,62259.0
2022,51923,39233.0
2022,51929,47455.0
2022,51931,75891.0
2022,51933,45379.0
2022,51939,44986.0
2022,51941,39733.0
2022,51942,63701.0
2022,51944,59109.0
2022,51945,48356.0
2022,51947,51466.0
2022,51949,50266.0
2022,51951,62617.0
2022,51953,46706.0
2022,51955,41103.0
2022,51958,67917.0
